集,utt_id,id,唤醒音频,唤醒文本,识别音频,ground_truth,模型输出,sim,是否拒识,llm_verdict,噪声类型,CER,正确
POS,utt0512_cmd_2148,2148,pos/kws_2148.wav,小点小点,pos/cmd_2148.wav,开启睡眠模式,看起睡眠模式,0.3062,False,,babble,0.3333,✓
POS,utt0513_cmd_2149,2149,pos/kws_2149.wav,小天同学,pos/cmd_2149.wav,降低一度,,0.1208,True,,babble,1.0,✗
POS,utt0514_cmd_2150,2150,pos/kws_2150.wav,小天才,pos/cmd_2150.wav,风向中间吹,,0.1433,True,,pink,1.0,✗
POS,utt0515_cmd_2151,2151,pos/kws_2151.wav,大喜大喜,pos/cmd_2151.wav,开到十八度,也弱化了三星的优势,0.3841,False,,babble,1.8,✗
POS,utt0516_cmd_2152,2152,pos/kws_2152.wav,你好天天,pos/cmd_2152.wav,开启除湿模式,,0.2641,True,,babble,1.0,✗
POS,utt0517_cmd_2153,2153,pos/kws_2153.wav,小双同学,pos/cmd_2153.wav,风向调到上边,,0.1075,True,,babble,1.0,✗
POS,utt0518_cmd_2154,2154,pos/kws_2154.wav,小编小编,pos/cmd_2154.wav,风速最低,,0.1414,True,,babble,1.0,✗
POS,utt0519_cmd_2155,2155,pos/kws_2155.wav,小美小美,pos/cmd_2155.wav,防辐射吃什么合适,,0.1986,True,,babble,1.0,✗
POS,utt0520_cmd_2156,2156,pos/kws_2156.wav,小天同学,pos/cmd_2156.wav,关掉节能模式,关掉,0.4018,False,,pink,0.6667,✗
POS,utt0521_cmd_2157,2157,pos/kws_2157.wav,小钱小钱,pos/cmd_2157.wav,开启无风感,开机无风吧,0.3615,False,,babble,0.4,✓
POS,utt0522_cmd_2158,2158,pos/kws_2158.wav,hi colmo,pos/cmd_2158.wav,拆滤网的步骤,我爱你,0.3102,False,,babble,1.0,✗
POS,utt0523_cmd_2159,2159,pos/kws_2159.wav,小天小天,pos/cmd_2159.wav,开启制热模式,开启致热模式,0.2735,False,,babble,0.1667,✓
POS,utt0524_cmd_2160,2160,pos/kws_2160.wav,小钱小钱,pos/cmd_2160.wav,开下空调,,0.0927,True,,babble,1.0,✗
POS,utt0525_cmd_2161,2161,pos/kws_2161.wav,你好小天,pos/cmd_2161.wav,开启防直吹,开启防直吹,0.2798,False,,babble,0.0,✓
POS,utt0526_cmd_2162,2162,pos/kws_2162.wav,小美小美,pos/cmd_2162.wav,便秘不推荐吃什么食物,,0.3195,True,,babble,1.0,✗
POS,utt0527_cmd_2163,2163,pos/kws_2163.wav,小T小T,pos/cmd_2163.wav,风摆向下边,,0.1333,True,,babble,1.0,✗
POS,utt0528_cmd_2164,2164,pos/kws_2164.wav,小惟小惟,pos/cmd_2164.wav,科学声音龙门阵我想听,,0.2035,True,,babble,1.0,✗
POS,utt0529_cmd_2165,2165,pos/kws_2165.wav,hi colmo,pos/cmd_2165.wav,产妇适合吃哪些食物,七十五十一番,0.3646,False,,babble,1.0,✗
POS,utt0530_cmd_2166,2166,pos/kws_2166.wav,嗨扫地机,pos/cmd_2166.wav,开启防直吹,,0.1954,True,,white,1.0,✗
POS,utt0531_cmd_2167,2167,pos/kws_2167.wav,小惟小惟,pos/cmd_2167.wav,科技情报局我想听,,0.1591,True,,babble,1.0,✗
POS,utt0532_cmd_2168,2168,pos/kws_2168.wav,小美小美,pos/cmd_2168.wav,便秘适合吃哪些食物,指标被下达十五,0.3716,False,,babble,1.0,✗
POS,utt0533_cmd_2169,2169,pos/kws_2169.wav,小惟小惟,pos/cmd_2169.wav,备孕要少吃什么,,0.1627,True,,babble,1.0,✗
POS,utt0534_cmd_2170,2170,pos/kws_2170.wav,你好小双,pos/cmd_2170.wav,风摆向右边,,0.0804,True,,babble,1.0,✗
POS,utt0535_cmd_2171,2171,pos/kws_2171.wav,小天同学,pos/cmd_2171.wav,往右吹,,0.1115,True,,babble,1.0,✗
POS,utt0536_cmd_2172,2172,pos/kws_2172.wav,hi colmo,pos/cmd_2172.wav,更年期适合吃什么,,0.1615,True,,babble,1.0,✗
POS,utt0537_cmd_2173,2173,pos/kws_2173.wav,小美小美,pos/cmd_2173.wav,播放少儿版红楼梦,,0.1366,True,,babble,1.0,✗
POS,utt0538_cmd_2174,2174,pos/kws_2174.wav,天天同学,pos/cmd_2174.wav,ECO模式,乱土潭 猪狗,0.332,False,,babble,1.2,✗
POS,utt0539_cmd_2175,2175,pos/kws_2175.wav,嗨机器人,pos/cmd_2175.wav,关掉节能模式,,0.1159,True,,babble,1.0,✗
POS,utt0540_cmd_2176,2176,pos/kws_2176.wav,小甜甜,pos/cmd_2176.wav,开到十六度,,0.1566,True,,babble,1.0,✗
POS,utt0541_cmd_2177,2177,pos/kws_2177.wav,小美小美,pos/cmd_2177.wav,播放大红妈妈精心讲绘本,,0.12,True,,babble,1.0,✗
POS,utt0542_cmd_2178,2178,pos/kws_2178.wav,你好小双,pos/cmd_2178.wav,把温度调到二十七度,把温度调到二十七度,0.2927,False,,babble,0.0,✓
POS,utt0543_cmd_2179,2179,pos/kws_2179.wav,小T小T,pos/cmd_2179.wav,把温度调到二十七度,,0.1371,True,,babble,1.0,✗
POS,utt0544_cmd_2180,2180,pos/kws_2180.wav,小双同学,pos/cmd_2180.wav,开启智清洁,一.二电视,0.2946,False,,babble,1.0,✗
POS,utt0545_cmd_2181,2181,pos/kws_2181.wav,小美小美,pos/cmd_2181.wav,吃哪些食物有利于腹泻,吃哪些食物有利于腹性,0.3055,False,,babble,0.1,✓
POS,utt0546_cmd_2182,2182,pos/kws_2182.wav,你好天天,pos/cmd_2182.wav,开启智控温,开始自空问,0.4617,False,,babble,0.8,✗
POS,utt0547_cmd_2183,2183,pos/kws_2183.wav,小惟小惟,pos/cmd_2183.wav,播放伟人,,0.1792,True,,babble,1.0,✗
POS,utt0548_cmd_2184,2184,pos/kws_2184.wav,小甜甜,pos/cmd_2184.wav,打开省电模式,打开省电模式,0.4488,False,,babble,0.0,✓
POS,utt0549_cmd_2185,2185,pos/kws_2185.wav,嗨机器人,pos/cmd_2185.wav,打开新风模式,,0.2141,True,,babble,1.0,✗
POS,utt0550_cmd_2186,2186,pos/kws_2186.wav,小点小点,pos/cmd_2186.wav,开启智清洁,,0.1719,True,,babble,1.0,✗
POS,utt0551_cmd_2187,2187,pos/kws_2187.wav,小天才,pos/cmd_2187.wav,开到十七度,开到十七度,0.7059,False,,babble,0.0,✓
POS,utt0552_cmd_2188,2188,pos/kws_2188.wav,小美小美,pos/cmd_2188.wav,吃什么有利于脂肪肝,就是社团的,0.4554,False,,babble,1.0,✗
POS,utt0553_cmd_2189,2189,pos/kws_2189.wav,小惟小惟,pos/cmd_2189.wav,吃什么有利于防辐射,是什么有利于防辐射,0.2847,False,,babble,0.1111,✓
POS,utt0554_cmd_2190,2190,pos/kws_2190.wav,小天才,pos/cmd_2190.wav,关掉智清洁,,0.173,True,,babble,1.0,✗
POS,utt0555_cmd_2191,2191,pos/kws_2191.wav,小天才,pos/cmd_2191.wav,打开冷风,有什么周会,0.3336,False,,babble,1.25,✗
POS,utt0556_cmd_2192,2192,pos/kws_2192.wav,小甜甜,pos/cmd_2192.wav,把温度调到二十九度,把弯度调到十九度,0.3852,False,,babble,0.2222,✓
POS,utt0557_cmd_2193,2193,pos/kws_2193.wav,你好天天,pos/cmd_2193.wav,风向调到右边,方向调到右边,0.3313,False,,babble,0.1667,✓
POS,utt0558_cmd_2194,2194,pos/kws_2194.wav,小惟小惟,pos/cmd_2194.wav,产妇哪些食物需要忌口,,0.1637,True,,babble,1.0,✗
POS,utt0559_cmd_2195,2195,pos/kws_2195.wav,小美小美,pos/cmd_2195.wav,备孕有什么饮食禁忌,,0.232,True,,babble,1.0,✗
POS,utt0560_cmd_2196,2196,pos/kws_2196.wav,小钱小钱,pos/cmd_2196.wav,把温度调到二十五度,,0.1194,True,,babble,1.0,✗
POS,utt0561_cmd_2197,2197,pos/kws_2197.wav,hi colmo,pos/cmd_2197.wav,锋言疯语我想听,公演 班农 班农,0.282,False,,babble,1.1429,✗
POS,utt0562_cmd_2198,2198,pos/kws_2198.wav,hi colmo,pos/cmd_2198.wav,放首粤语歌吧,放手 乐影 哥,0.3945,False,,babble,1.0,✗
POS,utt0563_cmd_2199,2199,pos/kws_2199.wav,小美小美,pos/cmd_2199.wav,播放聊音乐,,0.1506,True,,babble,1.0,✗
POS,utt0564_cmd_2200,2200,pos/kws_2200.wav,小点小点,pos/cmd_2200.wav,关闭显示屏,企业的成本约束,0.3848,False,,white,1.4,✗
POS,utt0565_cmd_2201,2201,pos/kws_2201.wav,嗨扫地机,pos/cmd_2201.wav,减小风量,,0.1277,True,,babble,1.0,✗
POS,utt0566_cmd_2202,2202,pos/kws_2202.wav,hi colmo,pos/cmd_2202.wav,防脱发推荐吃哪些食物,,0.187,True,,babble,1.0,✗
POS,utt0567_cmd_2203,2203,pos/kws_2203.wav,小美小美,pos/cmd_2203.wav,讲个名人故事吧,,0.0984,True,,babble,1.0,✗
POS,utt0568_cmd_2204,2204,pos/kws_2204.wav,hi colmo,pos/cmd_2204.wav,播放激情手风琴曲选集,,0.1296,True,,pink,1.0,✗
POS,utt0569_cmd_2205,2205,pos/kws_2205.wav,小美小美,pos/cmd_2205.wav,备孕适合吃什么,,0.1781,True,,babble,1.0,✗
POS,utt0570_cmd_2206,2206,pos/kws_2206.wav,小惟小惟,pos/cmd_2206.wav,放首歌吧,,0.157,True,,babble,1.0,✗
POS,utt0571_cmd_2207,2207,pos/kws_2207.wav,小双同学,pos/cmd_2207.wav,风速开到最小,,0.1636,True,,babble,1.0,✗
POS,utt0572_cmd_2208,2208,pos/kws_2208.wav,hi colmo,pos/cmd_2208.wav,护发吃什么好,,0.0892,True,,babble,1.0,✗
POS,utt0573_cmd_2209,2209,pos/kws_2209.wav,小钱小钱,pos/cmd_2209.wav,打开显示屏,打开显示屏,0.2983,False,,white,0.0,✓
POS,utt0574_cmd_2210,2210,pos/kws_2210.wav,小惟小惟,pos/cmd_2210.wav,黑发哪些食物需要忌口,胃部还对毒的量,0.4269,False,,babble,1.0,✗
POS,utt0575_cmd_2211,2211,pos/kws_2211.wav,你好小天,pos/cmd_2211.wav,风速调高一点,,0.1942,True,,babble,1.0,✗
POS,utt0576_cmd_2212,2212,pos/kws_2212.wav,大喜大喜,pos/cmd_2212.wav,关下空调,,0.1191,True,,babble,1.0,✗
POS,utt0577_cmd_2213,2213,pos/kws_2213.wav,小惟小惟,pos/cmd_2213.wav,吃什么适合哺乳期,,0.0917,True,,babble,1.0,✗
POS,utt0578_cmd_2214,2214,pos/kws_2214.wav,小编小编,pos/cmd_2214.wav,把温度调到二十五度,才很好,0.4954,False,,babble,1.0,✗
POS,utt0579_cmd_2215,2215,pos/kws_2215.wav,hi colmo,pos/cmd_2215.wav,播放我爸爸我妈妈,,0.1219,True,,babble,1.0,✗
POS,utt0580_cmd_2216,2216,pos/kws_2216.wav,小天才,pos/cmd_2216.wav,风速调大一点,公司在外面,0.3333,False,,babble,1.0,✗
POS,utt0581_cmd_2217,2217,pos/kws_2217.wav,小甜甜,pos/cmd_2217.wav,开一下空调,黑下这个条,0.3651,False,,babble,1.0,✗
POS,utt0582_cmd_2218,2218,pos/kws_2218.wav,天天同学,pos/cmd_2218.wav,把空调关闭,,0.0224,True,,babble,1.0,✗
POS,utt0583_cmd_2219,2219,pos/kws_2219.wav,天天同学,pos/cmd_2219.wav,打开节能模式,,0.1452,True,,babble,1.0,✗
POS,utt0584_cmd_2220,2220,pos/kws_2220.wav,你好小天,pos/cmd_2220.wav,风向向下,,0.0,True,,babble,1.0,✗
POS,utt0585_cmd_2221,2221,pos/kws_2221.wav,小点小点,pos/cmd_2221.wav,打开ECO模式,,0.1797,True,,babble,1.0,✗
POS,utt0586_cmd_2222,2222,pos/kws_2222.wav,小钱小钱,pos/cmd_2222.wav,开到二十六度,,0.2228,True,,pink,1.0,✗
POS,utt0587_cmd_2223,2223,pos/kws_2223.wav,小T小T,pos/cmd_2223.wav,打开睡眠模式,,0.0586,True,,babble,1.0,✗
POS,utt0588_cmd_2224,2224,pos/kws_2224.wav,hi colmo,pos/cmd_2224.wav,混乱博物馆我想听,,0.1891,True,,babble,1.0,✗
POS,utt0589_cmd_2225,2225,pos/kws_2225.wav,小T小T,pos/cmd_2225.wav,加大风量,要大口量,0.3009,False,,babble,0.5,✗
POS,utt0590_cmd_2226,2226,pos/kws_2226.wav,你好小天,pos/cmd_2226.wav,风速调自动,,0.1348,True,,babble,1.0,✗
POS,utt0591_cmd_2227,2227,pos/kws_2227.wav,大喜大喜,pos/cmd_2227.wav,调到十七度,,0.0,True,,babble,1.0,✗
POS,utt0592_cmd_2228,2228,pos/kws_2228.wav,小惟小惟,pos/cmd_2228.wav,混乱博物馆我想听,混乱博物馆我想听,0.3438,False,,babble,0.0,✓
POS,utt0593_cmd_2229,2229,pos/kws_2229.wav,hi colmo,pos/cmd_2229.wav,拆滤网的步骤,交合式中医院,0.3228,False,,babble,1.0,✗
POS,utt0594_cmd_2230,2230,pos/kws_2230.wav,小甜甜,pos/cmd_2230.wav,风向上吹,,0.2494,True,,babble,1.0,✗
POS,utt0595_cmd_2231,2231,pos/kws_2231.wav,hi colmo,pos/cmd_2231.wav,便秘不适合吃什么,贱密不适合吃什么,0.3798,False,,babble,0.25,✓
POS,utt0596_cmd_2232,2232,pos/kws_2232.wav,小点小点,pos/cmd_2232.wav,风摆向左边,媒体监督,0.415,False,,babble,1.0,✗
POS,utt0597_cmd_2233,2233,pos/kws_2233.wav,小美小美,pos/cmd_2233.wav,给我放劲爆歌曲,所以我放劲爆歌曲,0.3382,False,,pink,0.2857,✓
POS,utt0598_cmd_2234,2234,pos/kws_2234.wav,大喜大喜,pos/cmd_2234.wav,开启防直吹,,0.1278,True,,babble,1.0,✗
POS,utt0599_cmd_2235,2235,pos/kws_2235.wav,小甜甜,pos/cmd_2235.wav,把风速调大一点,卡里罗,0.3361,False,,babble,1.0,✗
POS,utt0600_cmd_2236,2236,pos/kws_2236.wav,hi colmo,pos/cmd_2236.wav,减肥吃什么好,眼随什么,0.3109,False,,babble,0.6667,✗
POS,utt0601_cmd_2237,2237,pos/kws_2237.wav,小点小点,pos/cmd_2237.wav,风速七十,,0.162,True,,babble,1.0,✗
POS,utt0602_cmd_2238,2238,pos/kws_2238.wav,小惟小惟,pos/cmd_2238.wav,播放神笔马良,这个方式,0.3645,False,,babble,1.0,✗
POS,utt0603_cmd_2239,2239,pos/kws_2239.wav,小点小点,pos/cmd_2239.wav,开启ECO,,0.2408,True,,babble,1.0,✗
POS,utt0604_cmd_2240,2240,pos/kws_2240.wav,hi colmo,pos/cmd_2240.wav,播放墨子苏,,0.0224,True,,babble,1.0,✗
POS,utt0605_cmd_2241,2241,pos/kws_2241.wav,小美小美,pos/cmd_2241.wav,电竞编年史我想听,,0.1288,True,,white,1.0,✗
POS,utt0606_cmd_2242,2242,pos/kws_2242.wav,你好小双,pos/cmd_2242.wav,开启防直吹,开启防止吹,0.3446,False,,babble,0.2,✓
POS,utt0607_cmd_2243,2243,pos/kws_2243.wav,小美小美,pos/cmd_2243.wav,播放我爸爸我妈妈,播放我爸爸我妈妈,0.5097,False,,babble,0.0,✓
POS,utt0608_cmd_2244,2244,pos/kws_2244.wav,小编小编,pos/cmd_2244.wav,开启智控温,开启至空温,0.3323,False,,babble,0.4,✓
POS,utt0609_cmd_2245,2245,pos/kws_2245.wav,hi colmo,pos/cmd_2245.wav,防脱发推荐吃哪些食物,防脱发推荐吃哪些食物,0.3008,False,,babble,0.0,✓
POS,utt0610_cmd_2246,2246,pos/kws_2246.wav,小美小美,pos/cmd_2246.wav,腹泻要吃什么好,,0.2569,True,,white,1.0,✗
POS,utt0611_cmd_2247,2247,pos/kws_2247.wav,你好小双,pos/cmd_2247.wav,风向下吹,,0.0993,True,,babble,1.0,✗
POS,utt0612_cmd_2248,2248,pos/kws_2248.wav,hi colmo,pos/cmd_2248.wav,便秘适宜吃什么,你不一定挺好,0.3061,False,,babble,1.0,✗
POS,utt0613_cmd_2249,2249,pos/kws_2249.wav,你好小双,pos/cmd_2249.wav,把温度调到十六度,把温度调到十六度,0.4391,False,,pink,0.0,✓
POS,utt0614_cmd_2250,2250,pos/kws_2250.wav,大喜大喜,pos/cmd_2250.wav,开一下空调,开一下空调,0.4738,False,,babble,0.0,✓
POS,utt0615_cmd_2251,2251,pos/kws_2251.wav,小双同学,pos/cmd_2251.wav,把温度调到三十度,行政区域内的,0.6044,False,,babble,1.0,✗
POS,utt0616_cmd_2252,2252,pos/kws_2252.wav,小惟小惟,pos/cmd_2252.wav,备孕适合吃什么,背韵适合吃什么,0.4609,False,,pink,0.2857,✓
POS,utt0617_cmd_2253,2253,pos/kws_2253.wav,大喜大喜,pos/cmd_2253.wav,温度调到二十五度,,0.1289,True,,babble,1.0,✗
POS,utt0618_cmd_2254,2254,pos/kws_2254.wav,小双同学,pos/cmd_2254.wav,开启智控温,开启控温,0.27,False,,babble,0.2,✓
POS,utt0619_cmd_2255,2255,pos/kws_2255.wav,小点小点,pos/cmd_2255.wav,关掉节能模式,关掉节能模式,0.3804,False,,babble,0.0,✓
POS,utt0620_cmd_2256,2256,pos/kws_2256.wav,大喜大喜,pos/cmd_2256.wav,左右摆动,不能要求退款,0.3946,False,,babble,1.5,✗
POS,utt0621_cmd_2257,2257,pos/kws_2257.wav,小美小美,pos/cmd_2257.wav,播放正能量纯音乐,,0.1952,True,,babble,1.0,✗
POS,utt0622_cmd_2258,2258,pos/kws_2258.wav,小点小点,pos/cmd_2258.wav,关闭无风模式,,0.1525,True,,white,1.0,✗
POS,utt0623_cmd_2259,2259,pos/kws_2259.wav,小美小美,pos/cmd_2259.wav,加热故障,,0.1615,True,,babble,1.0,✗
POS,utt0624_cmd_2260,2260,pos/kws_2260.wav,小双同学,pos/cmd_2260.wav,风速调到自动,放手给它自动,0.2832,False,,babble,0.6667,✗
POS,utt0625_cmd_2261,2261,pos/kws_2261.wav,大喜大喜,pos/cmd_2261.wav,关机空调,,0.235,True,,babble,1.0,✗
POS,utt0626_cmd_2262,2262,pos/kws_2262.wav,小甜甜,pos/cmd_2262.wav,风向向右,,0.0676,True,,babble,1.0,✗
POS,utt0627_cmd_2263,2263,pos/kws_2263.wav,hi colmo,pos/cmd_2263.wav,播放白玉京,,0.1435,True,,babble,1.0,✗
POS,utt0628_cmd_2264,2264,pos/kws_2264.wav,小美小美,pos/cmd_2264.wav,科技美学我想听,,0.2642,True,,babble,1.0,✗
POS,utt0629_cmd_2265,2265,pos/kws_2265.wav,小T小T,pos/cmd_2265.wav,把风速调到最大,,0.3384,True,,babble,1.0,✗
POS,utt0630_cmd_2266,2266,pos/kws_2266.wav,小美小美,pos/cmd_2266.wav,更年期建议吃什么,,0.0124,True,,babble,1.0,✗
POS,utt0631_cmd_2267,2267,pos/kws_2267.wav,嗨机器人,pos/cmd_2267.wav,风向中间吹,,0.094,True,,pink,1.0,✗
POS,utt0632_cmd_2268,2268,pos/kws_2268.wav,小惟小惟,pos/cmd_2268.wav,抗衰老推荐吃哪些食物,,0.2153,True,,babble,1.0,✗
POS,utt0633_cmd_2269,2269,pos/kws_2269.wav,小天同学,pos/cmd_2269.wav,温度调到十七度,,0.1513,True,,babble,1.0,✗
POS,utt0634_cmd_2270,2270,pos/kws_2270.wav,hi colmo,pos/cmd_2270.wav,播放青少新概念,,0.4142,True,,babble,1.0,✗
POS,utt0635_cmd_2271,2271,pos/kws_2271.wav,嗨机器人,pos/cmd_2271.wav,风速调到百分之十,,0.0876,True,,babble,1.0,✗
POS,utt0636_cmd_2272,2272,pos/kws_2272.wav,小点小点,pos/cmd_2272.wav,关闭ECO模式,,0.1709,True,,babble,1.0,✗
POS,utt0637_cmd_2273,2273,pos/kws_2273.wav,小惟小惟,pos/cmd_2273.wav,播放青少新概念,播放青少新概念,0.3362,False,,babble,0.0,✓
POS,utt0638_cmd_2274,2274,pos/kws_2274.wav,小惟小惟,pos/cmd_2274.wav,哺乳期不能吃什么,,0.2046,True,,babble,1.0,✗
POS,utt0639_cmd_2275,2275,pos/kws_2275.wav,嗨扫地机,pos/cmd_2275.wav,风速十,,0.2368,True,,babble,1.0,✗
POS,utt0640_cmd_2276,2276,pos/kws_2276.wav,小惟小惟,pos/cmd_2276.wav,混乱博物馆我想听,,0.1231,True,,babble,1.0,✗
POS,utt0641_cmd_2277,2277,pos/kws_2277.wav,你好天天,pos/cmd_2277.wav,开到二十度,,0.1663,True,,babble,1.0,✗
POS,utt0642_cmd_2278,2278,pos/kws_2278.wav,hi colmo,pos/cmd_2278.wav,骨质疏松不适宜吃什么,古致疏松不是一吃什么,0.4004,False,,babble,0.4,✓
POS,utt0643_cmd_2279,2279,pos/kws_2279.wav,你好小天,pos/cmd_2279.wav,打开左右风,,0.0637,True,,babble,1.0,✗
POS,utt0644_cmd_2280,2280,pos/kws_2280.wav,嗨扫地机,pos/cmd_2280.wav,风速调大,,0.2531,True,,babble,1.0,✗
POS,utt0645_cmd_2281,2281,pos/kws_2281.wav,嗨扫地机,pos/cmd_2281.wav,出风口设置最下,除风口设置最下,0.3237,False,,babble,0.1429,✓
POS,utt0646_cmd_2282,2282,pos/kws_2282.wav,小惟小惟,pos/cmd_2282.wav,黑发吃什么好,,0.124,True,,babble,1.0,✗
POS,utt0647_cmd_2283,2283,pos/kws_2283.wav,hi colmo,pos/cmd_2283.wav,播放我爱幼儿园全,,0.1935,True,,babble,1.0,✗
POS,utt0648_cmd_2284,2284,pos/kws_2284.wav,hi colmo,pos/cmd_2284.wav,播放正能量纯音乐,,-0.0136,True,,babble,1.0,✗
POS,utt0649_cmd_2285,2285,pos/kws_2285.wav,小美小美,pos/cmd_2285.wav,给我放九零八零乐团,,0.2119,True,,babble,1.0,✗
POS,utt0650_cmd_2286,2286,pos/kws_2286.wav,嗨扫地机,pos/cmd_2286.wav,把温度调到二十五度,,0.242,True,,babble,1.0,✗
POS,utt0651_cmd_2287,2287,pos/kws_2287.wav,小甜甜,pos/cmd_2287.wav,关掉睡眠,我倒是一秒,0.3615,False,,babble,1.25,✗
POS,utt0652_cmd_2288,2288,pos/kws_2288.wav,嗨机器人,pos/cmd_2288.wav,开启防直吹模式,,0.0902,True,,babble,1.0,✗
POS,utt0653_cmd_2289,2289,pos/kws_2289.wav,天天同学,pos/cmd_2289.wav,关掉无风模式,,0.0737,True,,pink,1.0,✗
POS,utt0654_cmd_2290,2290,pos/kws_2290.wav,大喜大喜,pos/cmd_2290.wav,关闭节能模式,,0.0798,True,,babble,1.0,✗
POS,utt0655_cmd_2291,2291,pos/kws_2291.wav,小惟小惟,pos/cmd_2291.wav,给我讲三百六十五读书,,0.112,True,,babble,1.0,✗
POS,utt0656_cmd_2292,2292,pos/kws_2292.wav,小编小编,pos/cmd_2292.wav,打开扫风,,0.25,True,,babble,1.0,✗
POS,utt0657_cmd_2293,2293,pos/kws_2293.wav,小钱小钱,pos/cmd_2293.wav,把风速调大一点,,0.1717,True,,babble,1.0,✗
POS,utt0658_cmd_2294,2294,pos/kws_2294.wav,小美小美,pos/cmd_2294.wav,感冒不可以吃什么,冬道就日本一队,0.3237,False,,babble,1.0,✗
POS,utt0659_cmd_2295,2295,pos/kws_2295.wav,小惟小惟,pos/cmd_2295.wav,儿童不能吃什么,,0.0743,True,,babble,1.0,✗
POS,utt0660_cmd_2296,2296,pos/kws_2296.wav,小甜甜,pos/cmd_2296.wav,开到二十五度,,0.0348,True,,babble,1.0,✗
POS,utt0661_cmd_2297,2297,pos/kws_2297.wav,嗨扫地机,pos/cmd_2297.wav,开启除湿模式,,0.1385,True,,babble,1.0,✗
POS,utt0662_cmd_2298,2298,pos/kws_2298.wav,你好小天,pos/cmd_2298.wav,把温度调到十七度,把温度调到十七度,0.5271,False,,babble,0.0,✓
POS,utt0663_cmd_2299,2299,pos/kws_2299.wav,小美小美,pos/cmd_2299.wav,儿童吃哪些食物有好处,,0.139,True,,babble,1.0,✗
POS,utt0664_cmd_2300,2300,pos/kws_2300.wav,小编小编,pos/cmd_2300.wav,关闭省电模式,关闭省电模式,0.375,False,,babble,0.0,✓
POS,utt0665_cmd_2301,2301,pos/kws_2301.wav,小美小美,pos/cmd_2301.wav,播放美国语文第四册,,0.2521,True,,babble,1.0,✗
POS,utt0666_cmd_2302,2302,pos/kws_2302.wav,hi colmo,pos/cmd_2302.wav,给我放桃花诺,也一直有自己的,0.5122,False,,babble,1.1667,✗
POS,utt0667_cmd_2303,2303,pos/kws_2303.wav,小美小美,pos/cmd_2303.wav,播放专注,,0.241,True,,babble,1.0,✗
POS,utt0668_cmd_2304,2304,pos/kws_2304.wav,嗨机器人,pos/cmd_2304.wav,打开无风模式,,0.2281,True,,babble,1.0,✗
POS,utt0669_cmd_2305,2305,pos/kws_2305.wav,小天小天,pos/cmd_2305.wav,启动制热模式,,0.1129,True,,babble,1.0,✗
POS,utt0670_cmd_2306,2306,pos/kws_2306.wav,小美小美,pos/cmd_2306.wav,吃什么有利于脂肪肝,,0.2108,True,,babble,1.0,✗
POS,utt0671_cmd_2307,2307,pos/kws_2307.wav,小美小美,pos/cmd_2307.wav,科技不怕问我想听,科技不怕问我想听,0.2981,False,,babble,0.0,✓
POS,utt0672_cmd_2308,2308,pos/kws_2308.wav,小天才,pos/cmd_2308.wav,打开冷风,,0.2204,True,,babble,1.0,✗
POS,utt0673_cmd_2309,2309,pos/kws_2309.wav,小美小美,pos/cmd_2309.wav,播放恐龙来了,乌鲁帕 买了,0.2946,False,,babble,0.8333,✗
POS,utt0674_cmd_2310,2310,pos/kws_2310.wav,小钱小钱,pos/cmd_2310.wav,关闭节能模式,,0.2224,True,,babble,1.0,✗
POS,utt0675_cmd_2311,2311,pos/kws_2311.wav,小美小美,pos/cmd_2311.wav,备孕不推荐吃什么,,0.1166,True,,babble,1.0,✗
POS,utt0676_cmd_2312,2312,pos/kws_2312.wav,小天才,pos/cmd_2312.wav,风速调到百分之五十,,0.2186,True,,babble,1.0,✗
POS,utt0677_cmd_2313,2313,pos/kws_2313.wav,嗨扫地机,pos/cmd_2313.wav,风速调到最小,,0.1773,True,,white,1.0,✗
POS,utt0678_cmd_2314,2314,pos/kws_2314.wav,小惟小惟,pos/cmd_2314.wav,儿童要少吃什么,儿童要少吃什么,0.3274,False,,pink,0.0,✓
POS,utt0679_cmd_2315,2315,pos/kws_2315.wav,小惟小惟,pos/cmd_2315.wav,安胎不适合吃什么,,0.1897,True,,babble,1.0,✗
POS,utt0680_cmd_2316,2316,pos/kws_2316.wav,小钱小钱,pos/cmd_2316.wav,风速调到百分之百,,0.1536,True,,babble,1.0,✗
POS,utt0681_cmd_2317,2317,pos/kws_2317.wav,你好小双,pos/cmd_2317.wav,打开节能模式,,0.2166,True,,babble,1.0,✗
POS,utt0682_cmd_2318,2318,pos/kws_2318.wav,嗨机器人,pos/cmd_2318.wav,开一下空调,开一下空跳,0.3674,False,,babble,0.2,✓
